번호,개방자치단체코드,관리번호,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,업태구분명,좌표정보(x),좌표정보(y),위생업태명
25195,3740000,3750000-201-2003-00009,440818,경기도 수원시 장안구 영화동 274-4,경기도 수원시 장안구 수성로364번길 45 (영화동),16269,모텔피닉스,여관업,201100.9357,421082.5282,여관업
25196,3740000,3750000-201-2006-00002,440819,경기도 수원시 장안구 영화동 326-5,경기도 수원시 장안구 팔달로259번길 16 (영화동),16270,힐모텔,여관업,201088.3284,420848.6702,여관업
25197,3740000,3750000-201-1995-00002,440853,경기도 수원시 장안구 파장동 583-39,경기도 수원시 장안구 경수대로1073번길 41 (파장동),16349,삼오장파크,여관업,199380.6387,422804.378,여관업
25198,3740000,3770000-201-1978-60002,442853,경기도 수원시 팔달구 매산로2가 59-11,경기도 수원시 팔달구 매산로52번길 13-15 (매산로2가),16460,홍도장여관,여관업,200615.8218,418507.3233,여관업
25199,3740000,3760000-201-2004-00007,441819,경기도 수원시 권선구 구운동 928-7,경기도 수원시 권선구 구운로85번길 38-1 (구운동),16405,호텔 앤드,여관업,197339.0455,419908.5981,여관업
25200,3740000,3770000-201-1987-60010,442081,경기도 수원시 팔달구 매산로1가 111-27,경기도 수원시 팔달구 덕영대로 891 (매산로1가),16455,송원장여관,여관업,199899.7128,418550.6295,여관업
25201,3740000,3770000-201-2003-00026,442834,경기도 수원시 팔달구 인계동 1043-5,경기도 수원시 팔달구 권광로175번길 32 (인계동),16490,엑스아이,여관업,202647.3349,417990.5945,여관업
25202,3740000,3770000-201-2007-00002,442835,경기도 수원시 팔달구 인계동 1115-7,경기도 수원시 팔달구 인계로166번길 33 (인계동),16488,스토리 나인,여관업,203054.71,418099.405,여관업
25203,3740000,3770000-201-2003-00027,442834,경기도 수원시 팔달구 인계동 1025-2,경기도 수원시 팔달구 경수대로446번길 32 (인계동),16490,제이엠호텔,일반호텔,202419.362,418163.5042,일반호텔
25204,3740000,3770000-201-2003-00010,442834,경기도 수원시 팔달구 인계동 1026-12,경기도 수원시 팔달구 효원로219번길 46-12 (인계동),16490,엠호텔,일반호텔,202358.9255,418115.665,일반호텔
25205,3740000,3770000-214-2013-00005,442843,경기도 수원시 팔달구 매교동 138-3,경기도 수원시 팔달구 수원천로 190 (매교동),16467,엠팔라시오,숙박업(생활),201478.4353,418773.558,숙박업(생활)
25206,3740000,3770000-201-2002-00011,442835,경기도 수원시 팔달구 인계동 1118-3,경기도 수원시 팔달구 인계로166번길 47-17 (인계동),16488,에이치제이,여관업,203098.9135,418026.2328,여관업
25207,3740000,3750000-201-2011-00001,440853,경기도 수원시 장안구 파장동 583-30,경기도 수원시 장안구 파장천로 15 (파장동),16349,데이오프호텔,여관업,199413.546,422802.0726,여관업
25208,3740000,3770000-201-2003-60026,442883,경기도 수원시 팔달구 고등동 263-2,"경기도 수원시 팔달구 갓매산로 92-1, 3층 (고등동)",16454,정원장모텔,여인숙업,200006.2003,418723.8436,여인숙업
25209,3740000,3760000-201-2003-00016,441822,경기도 수원시 권선구 권선동 1017-8,경기도 수원시 권선구 경수대로384번길 59 (권선동),16571,호텔 라메르,일반호텔,202375.4474,417544.9338,일반호텔
25210,3740000,3770000-201-1985-60009,442847,경기도 수원시 팔달구 매산로2가 45-1,경기도 수원시 팔달구 향교로 50-1 (매산로2가),16456,엠(M)호텔,여관업,200492.5387,418580.7991,여관업
25211,3740000,3770000-201-2005-00005,442834,경기도 수원시 팔달구 인계동 1031-9,경기도 수원시 팔달구 효원로235번길 46-13 (인계동),16490,NO.25,일반호텔,202521.4622,418098.1537,일반호텔
25212,3740000,3770000-201-2004-00016,442835,경기도 수원시 팔달구 인계동 1132,경기도 수원시 팔달구 권선로741번길 27 (인계동),16491,제이디플러스호텔 레지던스,여관업,202815.1677,417462.2163,여관업
25213,3740000,3770000-201-2009-00005,442847,경기도 수원시 팔달구 매산로2가 27-75 2~3층,"경기도 수원시 팔달구 갓매산로 53, 2~3층 (매산로2가)",16455,은호장여관,여인숙업,200324.6411,418585.8846,여인숙업
25214,3740000,3770000-201-1980-60018,442081,경기도 수원시 팔달구 매산로1가 19,경기도 수원시 팔달구 향교로3번길 42 (매산로1가),16455,테마파크,여관업,200112.369,418583.8057,여관업
25215,3740000,5610000-201-2009-00103,443814,경기도 수원시 영통구 영통동 996-5,경기도 수원시 영통구 반달로128번길 13 (영통동),16704,심포니 관광호텔,관광호텔,206625.23,416965.235,관광호텔
25216,3740000,3770000-201-2010-00016,442834,경기도 수원시 팔달구 인계동 1032-1,경기도 수원시 팔달구 인계로108번길 45 (인계동),16489,모텔캐슬,여관업,202489.7557,418201.4628,여관업
25217,3740000,3770000-201-2003-60023,442847,경기도 수원시 팔달구 매산로2가 26-37,경기도 수원시 팔달구 갓매산로 63 (매산로2가),16455,프린스모텔,여관업,200276.0787,418623.8276,여관업
25218,3740000,3750000-201-2003-00007,440818,경기도 수원시 장안구 영화동 276-1,경기도 수원시 장안구 팔달로279번길 31 (영화동),16269,허브모텔,여관업,201177.8599,421017.0671,여관업
25219,3740000,3760000-201-2004-00005,441881,경기도 수원시 권선구 세류동 1158-9,경기도 수원시 권선구 정조로398번길 21 (세류동),16658,피닉스모텔,여관업,201313.4042,415935.5364,여관업
25220,3740000,3770000-201-2003-00003,442834,경기도 수원시 팔달구 인계동 1030-8,경기도 수원시 팔달구 권광로175번길 66 (인계동),16490,닉스모텔,여관업,202481.1899,418047.0682,여관업
25221,3740000,3770000-201-1986-60011,442081,경기도 수원시 팔달구 매산로1가 22-1,경기도 수원시 팔달구 향교로3번길 35-3 (매산로1가),16455,모텔썸,여관업,200064.5326,418557.8234,여관업
25222,3740000,3770000-201-1989-60008,442847,경기도 수원시 팔달구 매산로2가 2-2,경기도 수원시 팔달구 고화로13번길 17 (매산로2가),16456,썸모텔,여관업,200547.1848,418700.6633,여관업
25223,3740000,3750000-201-1986-00006,440818,경기도 수원시 장안구 영화동 276-10,경기도 수원시 장안구 정조로922번길 15-5 (영화동),16269,첼로모텔,여관업,201171.3431,420962.9916,여관업
25224,3740000,3770000-214-2020-00003,442847,경기도 수원시 팔달구 매산로2가 27-6,"경기도 수원시 팔달구 갓매산로71번길 21-6, 6~15층 (매산로2가)",16455,유펠리스,숙박업(생활),200207.7918,418538.2689,숙박업(생활)
25225,3740000,3770000-201-1997-00010,442834,경기도 수원시 팔달구 인계동 1031-15,경기도 수원시 팔달구 경수대로446번길 54 (인계동),16490,박스원(BOX ONE)호텔,여관업,202524.7399,418126.5148,여관업
25226,3740000,3760000-201-2004-00002,441822,경기도 수원시 권선구 권선동 1017-5,경기도 수원시 권선구 권선로683번길 24-24 (권선동),16571,로즈호텔,여관업,202395.3196,417561.9378,여관업
25227,3740000,3770000-201-1969-50002,442180,경기도 수원시 팔달구 북수동 236,경기도 수원시 팔달구 화서문로72번길 11 (북수동),16253,금보여인숙,여인숙업,201378.479,420387.8702,여인숙업
25228,3740000,3770000-201-1974-60002,442081,경기도 수원시 팔달구 매산로1가 60-5,경기도 수원시 팔달구 매산로 1-8 (매산로1가),16455,조일장여관,여관업,200084.988,418371.2974,여관업
25229,3740000,3750000-201-1981-00006,440818,경기도 수원시 장안구 영화동 276-8,경기도 수원시 장안구 정조로922번길 15-7 (영화동),16269,특급장여관,여관업,201172.5511,420978.0149,여관업
25230,3740000,3770000-201-2003-00009,442022,경기도 수원시 팔달구 팔달로2가 24,경기도 수원시 팔달구 정조로788번길 11-3 (팔달로2가),16257,르노모텔,여관업,201458.012,419642.1938,여관업
25231,3740000,3760000-201-1988-00001,441881,경기도 수원시 권선구 세류동 1158-5,경기도 수원시 권선구 경수대로199번길 24-9 (세류동),16658,열린파크,여관업,201348.1795,415977.2148,여관업
25232,3740000,3770000-201-2014-00001,442834,경기도 수원시 팔달구 인계동 1039-3,경기도 수원시 팔달구 권광로207번길 29 (인계동),16489,아이리스호텔,일반호텔,202736.897,418265.4728,일반호텔
25233,3740000,5610000-201-2001-00004,443814,경기도 수원시 영통구 영통동 1010-2,경기도 수원시 영통구 청명남로34번길 8 (영통동),16705,케이모텔,여관업,206664.78,416716.665,여관업
25234,3740000,3770000-201-2014-00003,442834,경기도 수원시 팔달구 인계동 1039-10,경기도 수원시 팔달구 인계로124번길 27-9 (인계동),16489,데이앤나잇(Day and night),여관업,202691.4218,418250.5081,여관업
25235,3740000,3770000-201-1993-50003,442040,경기도 수원시 팔달구 신풍동 170-7,경기도 수원시 팔달구 정조로861번길 18 (신풍동),16252,아미모텔,여관업,201241.6,420313.9803,여관업
25236,3740000,3770000-201-2000-00001,442834,경기도 수원시 팔달구 인계동 1026-7,경기도 수원시 팔달구 권광로175번길 98 (인계동),16490,가야모텔,여관업,202342.4736,418091.5833,여관업
25237,3740000,3770000-201-1996-00011,442827,경기도 수원시 팔달구 인계동 210-25,경기도 수원시 팔달구 중부대로 94-11 (인계동),16471,월드파크여관,여관업,202367.2086,419376.1924,여관업
25238,3740000,3770000-201-1998-00004,442834,경기도 수원시 팔달구 인계동 1044-15,경기도 수원시 팔달구 효원로249번길 18-23 (인계동),16490,델타모텔,여관업,202662.6069,417930.1845,여관업
25239,3740000,3750000-201-2011-00002,440830,경기도 수원시 장안구 정자동 2-10,경기도 수원시 장안구 수성로349번길 8 (정자동),16311,뉴서울파크,여관업,200827.2859,421276.3361,여관업
25240,3740000,3770000-201-1981-60001,442883,경기도 수원시 팔달구 고등동 263-1,경기도 수원시 팔달구 팔달로 18 (고등동),16454,토마토모텔,여관업,199992.6139,418722.9252,여관업
25241,3740000,3760000-201-1994-00002,441881,경기도 수원시 권선구 세류동 1155,경기도 수원시 권선구 경수대로199번길 13 (세류동),16660,몽모텔,여관업,201411.9415,415904.7571,여관업
25242,3740000,3750000-201-1990-00004,440818,경기도 수원시 장안구 영화동 272-12,경기도 수원시 장안구 정조로946번길 15 (영화동),16269,두레모텔,여관업,201067.5232,421159.1082,여관업
25243,3740000,3770000-201-1980-60002,442081,경기도 수원시 팔달구 매산로1가 19-12,경기도 수원시 팔달구 향교로3번길 28 (매산로1가),16455,나래모텔,여관업,200072.1085,418524.7896,여관업
25244,3740000,5610000-201-1996-00007,443400,경기도 수원시 영통구 망포동 540-10,경기도 수원시 영통구 영통로112번길 18 (망포동),16692,더호텔,여관업,205009.765,415221.3871,여관업
25245,3740000,3770000-201-1988-60009,442847,경기도 수원시 팔달구 매산로2가 5-3,경기도 수원시 팔달구 고화로9번길 13 (매산로2가),16456,드림타운,여관업,200583.7404,418676.6992,여관업
25246,3740000,3770000-201-2006-00007,442832,경기도 수원시 팔달구 인계동 954-3,경기도 수원시 팔달구 경수대로565번길 31 (인계동),16482,갤러리모텔,여관업,202442.3567,419338.0414,여관업
25247,3740000,3770000-201-1968-60001,442847,경기도 수원시 팔달구 매산로2가 27-5,경기도 수원시 팔달구 갓매산로55번길 22 (매산로2가),16455,샤인모텔,여관업,200232.8202,418549.5686,여관업
25248,3740000,3750000-201-2006-00001,440801,경기도 수원시 장안구 송죽동 380-3,경기도 수원시 장안구 정조로 1027 (송죽동),16307,로얄장여관,여관업,200557.3345,421789.5777,여관업
25249,3740000,3750000-201-1978-00002,440818,경기도 수원시 장안구 영화동 276-22,경기도 수원시 장안구 팔달로271번길 36 (영화동),16269,대성장,여관업,201142.2899,420996.7916,여관업
25250,3740000,5610000-201-1996-00004,443400,경기도 수원시 영통구 망포동 530-4 모텔휴,"경기도 수원시 영통구 영통로 94-6, 모텔휴 (망포동)",16692,모텔 휴,여관업,205195.2418,415106.443,여관업
25251,3740000,5610000-201-2009-00102,443810,경기도 수원시 영통구 영통동 959-6,경기도 수원시 영통구 봉영로 1591 (영통동),16703,랜드마크호텔,관광호텔,206364.3839,416847.8832,관광호텔
25252,3240000,3240000-201-2003-00029,134872,서울특별시 강동구 천호동 416-10,서울특별시 강동구 구천면로24길 19 (천호동),5329,HOTEL H (호텔에이취),여관업,211076.1943,448620.0429,여관업
25253,3240000,3240000-201-2003-00007,134857,서울특별시 강동구 암사동 462-11,서울특별시 강동구 고덕로 42 (암사동),5251,스카이모텔,여관업,211409.8608,450261.1692,여관업
25254,3240000,3240000-201-2002-00020,134874,서울특별시 강동구 천호동 426-5,서울특별시 강동구 구천면로24길 20-10 (천호동),5328,밀레오모텔,여관업,211020.1029,448649.8649,여관업
25255,3240000,3240000-201-2002-00026,134814,서울특별시 강동구 길동 452-18,서울특별시 강동구 천호대로175길 11-9 (길동),5355,그린파크,여관업,211971.3295,448131.6712,여관업
25256,3240000,3240000-201-2003-00022,134818,서울특별시 강동구 둔촌동 144-4,서울특별시 강동구 진황도로 200 (둔촌동),5370,에스,여관업,212610.6382,447367.6876,여관업
25257,3240000,3240000-201-1990-00049,134874,서울특별시 강동구 천호동 454-3번지,서울특별시 강동구 올림픽로70길 44 (천호동),5328,에바파크,여관업,211069.4457,448556.0508,여관업
25258,3200000,3200000-201-2001-00103,151841,서울특별시 관악구 봉천동 895-26번지 로즈파크 3층,"서울특별시 관악구 청룡1길 18 (봉천동, 3층)",8786,로즈파크,여관업,195263.7504,442094.6976,여관업
25259,3200000,3200000-201-1998-00396,151836,서울특별시 관악구 봉천동 866-3,서울특별시 관악구 남부순환로220길 32 (봉천동),8787,썸 모텔,여관업,195636.2669,441970.1383,여관업
25260,3200000,3200000-201-1987-00239,151892,서울특별시 관악구 신림동 1431-42번지,서울특별시 관악구 신림동1길 3 (신림동),8760,조이모텔,여관업,193581.7774,442784.0108,여관업
25261,3200000,3200000-201-1996-00297,151892,서울특별시 관악구 신림동 1431-33번지,서울특별시 관악구 신림동1길 13 (신림동),8760,모아모아,여관업,193597.6044,442736.7267,여관업
25262,3200000,3200000-201-2014-00001,151890,서울특별시 관악구 신림동 1422-18번지,서울특별시 관악구 신림로64길 28 (신림동),8754,나이스타임관광호텔,관광호텔,193854.0114,442535.2706,관광호텔
25263,3200000,3200000-201-1995-00056,151890,서울특별시 관악구 신림동 1423-30,서울특별시 관악구 신림로66길 19 (신림동),8754,호텔 YAJA,여관업,193801.5614,442603.6636,여관업
25264,3200000,3200000-201-1986-00232,151892,서울특별시 관악구 신림동 1432-57,서울특별시 관악구 신림로65길 16-12 (신림동),8760,리츠,여관업,193615.7247,442607.9762,여관업
25265,3200000,3200000-201-1983-00385,151892,서울특별시 관악구 신림동 1433-147번지,서울특별시 관악구 관천로 56 (신림동),8759,경신여관,여인숙업,193404.9653,442481.7179,여인숙업
25266,3200000,3200000-201-2002-00002,151892,서울특별시 관악구 신림동 1431-23,서울특별시 관악구 신림동1길 25-3 (신림동),8760,플라워,여관업,193629.7718,442701.7341,여관업
25267,3200000,3200000-201-1980-00105,151892,서울특별시 관악구 신림동 1433-97,서울특별시 관악구 남부순환로 1593-11 (신림동),8759,HERTZ(헤르츠),여관업,193500.1347,442488.631,여관업
25268,3200000,3200000-201-1998-00066,151801,서울특별시 관악구 남현동 602-5번지,서울특별시 관악구 승방2길 21 (남현동),8807,로하스(LOHAS)호텔,여관업,198242.6872,441404.3704,여관업
25269,3200000,3200000-201-1999-00398,151801,서울특별시 관악구 남현동 602-14,서울특별시 관악구 승방2길 7 (남현동),8807,메트로21,여관업,198252.0876,441329.7374,여관업
25270,3200000,3200000-201-1995-00294,151892,서울특별시 관악구 신림동 1432-16번지,서울특별시 관악구 신림동3길 9 (신림동),8760,뷰,여관업,193533.1122,442748.0309,여관업
25271,3200000,3200000-201-2000-00067,151835,서울특별시 관악구 봉천동 1599-6번지,서울특별시 관악구 남부순환로226길 24 (봉천동),8788,호텔 담,여관업,195821.1302,441941.491,여관업
25272,3200000,3200000-201-1994-00078,151892,서울특별시 관악구 신림동 1432-74번지,서울특별시 관악구 신림로 353-7 (신림동),8760,뉴스타,여관업,193646.9582,442613.844,여관업
25273,3200000,3200000-201-1996-00060,151836,서울특별시 관악구 봉천동 868-16번지,서울특별시 관악구 관악로15길 34 (봉천동),8787,클리오,여관업,195559.8411,442034.6473,여관업
25274,3200000,3200000-201-1987-00149,151890,서울특별시 관악구 신림동 1422-19번지,서울특별시 관악구 신림로64길 24 (신림동),8754,퀸 모텔,여관업,193834.7436,442535.2819,여관업
25275,3200000,3200000-201-1970-00318,151809,서울특별시 관악구 봉천동 62-1번지,서울특별시 관악구 행운1마길 21 (봉천동),8737,중앙,여인숙업,195982.0708,442318.1169,여인숙업
25276,3200000,3200000-201-1986-00388,151848,서울특별시 관악구 봉천동 855-9번지,서울특별시 관악구 관악로14길 6-4 (봉천동),8788,모젠,여인숙업,195759.6282,441874.4171,여인숙업
25277,3200000,3200000-201-2001-00052,151800,서울특별시 관악구 남현동 1062-16,서울특별시 관악구 남현3길 75 (남현동),8806,호텔야자 사당점,여관업,198219.9576,441490.4359,여관업
25278,3200000,3200000-201-2015-00004,151890,서울특별시 관악구 신림동 1421-47,서울특별시 관악구 신림로66길 16 (신림동),8754,신트라(SINTRA) 호텔,관광호텔,193791.5503,442572.5519,관광호텔
25279,3200000,3200000-201-2006-00001,151841,서울특별시 관악구 봉천동 894-16번지,서울특별시 관악구 청룡길 9 (봉천동),8786,유림장여관,여관업,195190.7929,442139.9878,여관업
25280,3200000,3200000-201-1981-00172,151862,서울특별시 관악구 신림동 1526-4번지,서울특별시 관악구 호암로 595 (신림동),8846,모텔봄,여관업,194026.3122,440938.3898,여관업
25281,3200000,3200000-201-2013-00001,151890,서울특별시 관악구 신림동 1422-34번지,서울특별시 관악구 신림로64길 12 (신림동),8754,르네상스호텔,숙박업 기타,193777.7195,442524.3879,숙박업 기타
25282,3200000,3200000-201-2001-00061,151892,서울특별시 관악구 신림동 1431-34번지,서울특별시 관악구 신림동1길 11 (신림동),8760,쿨 모텔,여관업,193594.0753,442745.5964,여관업
25283,3200000,3200000-201-1986-00142,151836,서울특별시 관악구 봉천동 866-4번지,서울특별시 관악구 남부순환로220길 34 (봉천동),8787,린,일반호텔,195635.9008,441952.9415,일반호텔
25284,3200000,3200000-201-2001-00114,151876,서울특별시 관악구 신림동 537-32번지,서울특별시 관악구 조원로18길 30 (신림동),8767,아리아,여관업,192307.4835,442272.7526,여관업
25285,3200000,3200000-201-1981-00380,151892,서울특별시 관악구 신림동 1432-41번지,서울특별시 관악구 신림동1길 26-4 (신림동),8760,경원장,여인숙업,193588.3611,442685.7523,여인숙업
25286,3200000,3200000-201-1996-00059,151809,서울특별시 관악구 봉천동 62-33번지,서울특별시 관악구 관악로 208-4 (봉천동),8737,폭스호텔,여관업,195914.8946,442324.5982,여관업
25287,3200000,3200000-201-2004-00002,151801,서울특별시 관악구 남현동 602-4번지,서울특별시 관악구 승방2길 25 (남현동),8807,명작모텔,여관업,198241.4777,441418.9536,여관업
25288,3200000,3200000-201-1989-00272,151892,서울특별시 관악구 신림동 1432-56번지,서울특별시 관악구 신림로65길 16-14 (신림동),8760,스위스,여관업,193612.3635,442619.4913,여관업
25289,3200000,3200000-201-2016-00001,151899,서울특별시 관악구 신림동 1569-5,서울특별시 관악구 난곡로64길 5 (신림동),8772,호텔 어반,관광호텔,192409.8193,442132.09,관광호텔
25290,3200000,3200000-201-2001-00400,151800,서울특별시 관악구 남현동 1060-8,서울특별시 관악구 남부순환로 2082-27 (남현동),8806,더 엠 호텔,여관업,198234.1959,441552.0033,여관업
25291,3200000,3200000-201-1970-00304,151803,서울특별시 관악구 봉천동 14-42,서울특별시 관악구 청림길 3-1 (봉천동),8732,대성,여인숙업,196257.3553,442917.782,여인숙업
25292,3200000,3200000-201-2001-00063,151801,서울특별시 관악구 남현동 602-16번지,서울특별시 관악구 승방2길 13 (남현동),8807,넘버25 사당역점,여관업,198247.6698,441359.2351,여관업
25293,3200000,3200000-201-1987-00248,151892,서울특별시 관악구 신림동 1432-61번지,서울특별시 관악구 신림로65길 10-31 (신림동),8760,호원장,여관업,193626.3065,442625.3884,여관업
25294,3200000,3200000-201-2001-00252,151892,서울특별시 관악구 신림동 1432-75번지,서울특별시 관악구 신림로65길 10-10 (신림동),8760,체스모텔,여관업,193649.527,442600.1179,여관업
25295,3200000,3200000-201-2001-00258,151890,서울특별시 관악구 신림동 1421-13번지,서울특별시 관악구 신림로64길 35 (신림동),8754,허니,여관업,193889.9607,442565.6764,여관업
25296,3200000,3200000-201-2018-00002,151892,서울특별시 관악구 신림동 1432-55,서울특별시 관악구 신림로65길 16-18 (신림동),8760,어반스테이,관광호텔,193608.4477,442632.1201,관광호텔
25297,3200000,3200000-201-2014-00002,151890,서울특별시 관악구 신림동 1421-22 K2호텔,"서울특별시 관악구 신림로64길 29, K2호텔 (신림동)",8754,k2호텔,관광호텔,193859.6187,442562.8736,관광호텔
25298,3200000,3200000-201-2001-00036,151801,서울특별시 관악구 남현동 602-15,서울특별시 관악구 승방2길 9 (남현동),8807,티트리 호텔,여관업,198249.8635,441344.3564,여관업
25299,3200000,3200000-201-2003-00005,151892,서울특별시 관악구 신림동 1432-89,서울특별시 관악구 신림로65길 10-5 (신림동),8760,시마,여인숙업,193632.9864,442578.8294,여인숙업
25300,3200000,3200000-201-2016-00002,151892,서울특별시 관악구 신림동 1433-122,서울특별시 관악구 신림동7길 52 (신림동),8759,뜨랑블루호텔,관광호텔,193457.996,442484.9504,관광호텔
25301,3200000,3200000-201-2000-00276,151892,서울특별시 관악구 신림동 1432-99번지,서울특별시 관악구 신림로65길 16-11 (신림동),8760,러브장,여관업,193598.1944,442601.1771,여관업
25302,3200000,3200000-201-1987-00158,151846,서울특별시 관악구 봉천동 1569-2번지,서울특별시 관악구 남부순환로220길 49 (봉천동),8787,쉐르빌,여관업,195663.5416,441874.4346,여관업
25303,3200000,3200000-201-2017-00001,151892,서울특별시 관악구 신림동 1432-79,서울특별시 관악구 신림로 349 (신림동),8760,WD호텔,관광호텔,193672.292,442595.2015,관광호텔
25304,3200000,3200000-201-1999-00400,151801,서울특별시 관악구 남현동 602-13번지,서울특별시 관악구 승방2길 3 (남현동),8807,렘파트,여관업,198254.2623,441315.7478,여관업
25305,3200000,3200000-201-2001-00261,151890,서울특별시 관악구 신림동 1421-21번지,서울특별시 관악구 신림로64길 31 (신림동),8754,다이너스티,여관업,193872.6565,442562.9189,여관업
25306,3200000,3200000-201-2003-00007,151836,서울특별시 관악구 봉천동 863-8번지,서울특별시 관악구 남부순환로220길 31 (봉천동),8787,바이올린,일반호텔,195664.3721,441956.2668,일반호텔
25307,3200000,3200000-201-2001-00283,151890,서울특별시 관악구 신림동 1422-49,서울특별시 관악구 신림로64길 36 (신림동),8754,쉘부르,여관업,193889.473,442534.1583,여관업
25308,3200000,3200000-201-1968-00315,151803,서울특별시 관악구 봉천동 9-0,서울특별시 관악구 청림1길 11 (봉천동),8732,춘성,여관업,196254.5547,442951.0409,여관업
25309,3200000,3200000-201-2001-00131,151890,서울특별시 관악구 신림동 1422-20번지,서울특별시 관악구 남부순환로181길 6 (신림동),8754,M모텔,여관업,193838.0057,442520.948,여관업
25310,3200000,3200000-201-1994-00077,151892,서울특별시 관악구 신림동 1433-109번지,서울특별시 관악구 신림로65길 47 (신림동),8759,유토피아,여관업,193465.7061,442500.7107,여관업
25311,3200000,3200000-201-2000-00265,151890,서울특별시 관악구 신림동 1421-20,서울특별시 관악구 신림로64길 33 (신림동),8754,필모텔,여관업,193873.586,442574.0418,여관업
25312,3200000,3200000-201-1984-00132,151875,서울특별시 관악구 신림동 526-7,서울특별시 관악구 남부순환로 1501 (신림동),8761,도미니크 호텔,일반호텔,192623.3317,442274.5366,일반호텔
25313,3200000,3200000-201-2001-00055,151890,서울특별시 관악구 신림동 1423-2번지,서울특별시 관악구 남부순환로181길 43 (신림동),8754,타워모텔,여관업,193780.8091,442699.0642,여관업
25314,3200000,3200000-201-2000-00189,151890,서울특별시 관악구 신림동 1417-37,서울특별시 관악구 신림로68길 23 (신림동),8753,페르마타(fermata),여관업,193794.0859,442736.0682,여관업
25315,3200000,3200000-201-1989-00273,151892,서울특별시 관악구 신림동 1432-60번지,서울특별시 관악구 신림로65길 10-29 (신림동),8760,젠,여관업,193629.8821,442612.7429,여관업
25316,3200000,3200000-201-1987-00245,151892,서울특별시 관악구 신림동 1432-10번지,서울특별시 관악구 신림동1길 4 (신림동),8760,더 스토리 모텔,여관업,193565.2041,442776.8405,여관업
25317,3200000,3200000-201-1994-00075,151892,서울특별시 관악구 신림동 1432-100,서울특별시 관악구 신림로65길 16-13 (신림동),8760,캐슬,여관업,193595.0593,442612.9343,여관업
25318,3200000,3200000-201-2000-00345,151862,서울특별시 관악구 신림동 808-494,서울특별시 관악구 원신2길 16-5 (신림동),8846,경남여인숙,여인숙업,193973.5239,441047.593,여인숙업
25319,3200000,3200000-201-2001-00247,151892,서울특별시 관악구 신림동 1431-24번지,서울특별시 관악구 신림동1길 19-8 (신림동),8760,에이스,여관업,193625.3271,442714.4012,여관업
25320,3200000,3200000-201-1987-00240,151930,서울특별시 관악구 신림동 1639-35번지,서울특별시 관악구 신림로59길 22-5 (신림동),8776,레인보우,여관업,193588.8958,442337.548,여관업
25321,3200000,3200000-201-1986-00215,151892,서울특별시 관악구 신림동 1433-105번지,서울특별시 관악구 남부순환로 1591-8 (신림동),8759,에로스,여관업,193491.9458,442478.7903,여관업
25322,3200000,3200000-201-1984-00367,151865,서울특별시 관악구 신림동 391-7번지,서울특별시 관악구 원신2길 16-6 (신림동),8846,해남,여인숙업,193939.3144,441016.4775,여인숙업
25323,3200000,3200000-201-1985-00212,151890,서울특별시 관악구 신림동 1422-21,서울특별시 관악구 남부순환로181길 4 (신림동),8754,젤모텔,여관업,193840.9284,442508.6858,여관업
25324,3200000,3200000-201-1988-00160,151930,서울특별시 관악구 신림동 1639-61,서울특별시 관악구 관천로 32 (신림동),8776,실크로드,여관업,193553.3214,442313.3617,여관업
25325,3200000,3200000-201-1983-00117,151903,서울특별시 관악구 신림동 1650-30번지,서울특별시 관악구 조원로8길 23 (신림동),8769,힐링모텔,여관업,191623.6605,442253.1702,여관업
25326,3200000,3200000-201-1997-00062,151890,서울특별시 관악구 신림동 1422-9번지,서울특별시 관악구 신림로64길 38 (신림동),8754,루쏘,여관업,193909.4308,442543.6674,여관업
25327,3200000,3200000-201-1986-00144,151930,서울특별시 관악구 신림동 1639-64번지,서울특별시 관악구 신림로59길 28 (신림동),8776,홀리데이,여관업,193580.4755,442312.0587,여관업
25328,3200000,3200000-201-2001-00401,151890,서울특별시 관악구 신림동 1421-18번지,서울특별시 관악구 신림로66길 30 (신림동),8754,돈키호텔,여관업,193868.4918,442592.4764,여관업
25329,3200000,3200000-201-1999-00399,151801,서울특별시 관악구 남현동 602-2,서울특별시 관악구 승방2길 31 (남현동),8807,카리스 호텔,일반호텔,198237.1097,441447.9232,일반호텔
25330,3200000,3200000-201-1994-00053,151890,서울특별시 관악구 신림동 1422-14,서울특별시 관악구 신림로64길 34 (신림동),8754,볼륨모텔,여관업,193887.8105,442544.5817,여관업
25331,3200000,3200000-201-2001-00352,151865,서울특별시 관악구 신림동 395-9,서울특별시 관악구 방천길 11 (신림동),8846,STAY H,여인숙업,193979.862,441166.0883,여인숙업
25332,3200000,3200000-201-1990-00089,151836,서울특별시 관악구 봉천동 868-18번지,서울특별시 관악구 관악로17길 19 (봉천동),8787,54번가,일반호텔,195559.6725,442057.1028,일반호텔
25333,3200000,3200000-201-1998-00397,151891,서울특별시 관악구 신림동 1425-30번지,서울특별시 관악구 봉천로12길 36 (신림동),8753,호텔 릴,여관업,193706.7321,442765.1918,여관업
25334,3200000,3200000-201-2000-00101,151836,서울특별시 관악구 봉천동 875-6번지,서울특별시 관악구 관악로17길 46 (봉천동),8786,아비숑,여관업,195438.3559,442102.8286,여관업
